"daysIn","gamesIn","rollingSum","runID","natPos","Season","endDate","ppg"
116,5,7,"Liverpool-1966",11,1966,1966-09-03,1.66666666666667
118,6,10,"Liverpool-1966",7,1966,1966-09-05,1.66666666666667
123,7,11,"Liverpool-1966",11,1966,1966-09-10,1.66666666666667
130,8,14,"Liverpool-1966",10,1966,1966-09-17,1.66666666666667
137,9,15,"Liverpool-1966",8,1966,1966-09-24,1.66666666666667
144,10,18,"Liverpool-1966",6,1966,1966-10-01,1.66666666666667
151,11,19,"Liverpool-1966",7,1966,1966-10-08,1.66666666666667
158,12,20,"Liverpool-1966",7,1966,1966-10-15,1.66666666666667
172,13,20,"Liverpool-1966",9,1966,1966-10-29,1.66666666666667
179,14,23,"Liverpool-1966",8,1966,1966-11-05,1.66666666666667
183,15,26,"Liverpool-1966",4,1966,1966-11-09,1.66666666666667
186,16,29,"Liverpool-1966",2,1966,1966-11-12,1.66666666666667
193,17,32,"Liverpool-1966",2,1966,1966-11-19,1.66666666666667
200,18,32,"Liverpool-1966",3,1966,1966-11-26,1.66666666666667
207,19,35,"Liverpool-1966",3,1966,1966-12-03,1.66666666666667
214,20,36,"Liverpool-1966",3,1966,1966-12-10,1.66666666666667
228,21,39,"Liverpool-1966",3,1966,1966-12-24,1.66666666666667
230,22,42,"Liverpool-1966",1,1966,1966-12-26,1.66666666666667
235,23,43,"Liverpool-1966",2,1966,1966-12-31,1.66666666666667
242,24,46,"Liverpool-1966",1,1966,1967-01-07,1.66666666666667
249,25,49,"Liverpool-1966",1,1966,1967-01-14,1.66666666666667
253,26,49,"Liverpool-1966",1,1966,1967-01-18,1.66666666666667
256,27,52,"Liverpool-1966",1,1966,1967-01-21,1.66666666666667
270,28,53,"Liverpool-1966",1,1966,1967-02-04,1.66666666666667
277,29,56,"Liverpool-1966",1,1966,1967-02-11,1.66666666666667
291,30,57,"Liverpool-1966",2,1966,1967-02-25,1.66666666666667
298,31,60,"Liverpool-1966",1,1966,1967-03-04,1.66666666666667
312,32,60,"Liverpool-1966",2,1966,1967-03-18,1.66666666666667
319,33,61,"Liverpool-1966",2,1966,1967-03-25,1.66666666666667
321,34,62,"Liverpool-1966",2,1966,1967-03-27,1.66666666666667
322,35,63,"Liverpool-1966",3,1966,1967-03-28,1.66666666666667
326,36,63,"Liverpool-1966",3,1966,1967-04-01,1.66666666666667
332,37,66,"Liverpool-1966",3,1966,1967-04-07,1.66666666666667
347,38,66,"Liverpool-1966",4,1966,1967-04-22,1.66666666666667
353,39,69,"Liverpool-1966",3,1966,1967-04-28,1.66666666666667
358,40,69,"Liverpool-1966",4,1966,1967-05-03,1.66666666666667
361,41,70,"Liverpool-1966",4,1966,1967-05-06,1.66666666666667
368,42,70,"Liverpool-1966",5,1966,1967-05-13,1.66666666666667
0,0,0,"Liverpool-1973",1,1972,1973-04-28,1.88095238095238
119,1,3,"Liverpool-1973",8,1973,1973-08-25,1.88095238095238
122,2,3,"Liverpool-1973",11,1973,1973-08-28,1.88095238095238
126,3,4,"Liverpool-1973",12,1973,1973-09-01,1.88095238095238
129,4,7,"Liverpool-1973",5,1973,1973-09-04,1.88095238095238
133,5,10,"Liverpool-1973",5,1973,1973-09-08,1.88095238095238
137,6,10,"Liverpool-1973",8,1973,1973-09-12,1.88095238095238
140,7,11,"Liverpool-1973",8,1973,1973-09-15,1.88095238095238
147,8,14,"Liverpool-1973",8,1973,1973-09-22,1.88095238095238
154,9,15,"Liverpool-1973",7,1973,1973-09-29,1.88095238095238
161,10,18,"Liverpool-1973",5,1973,1973-10-06,1.88095238095238
168,11,18,"Liverpool-1973",8,1973,1973-10-13,1.88095238095238
175,12,18,"Liverpool-1973",8,1973,1973-10-20,1.88095238095238
182,13,21,"Liverpool-1973",6,1973,1973-10-27,1.88095238095238
189,14,24,"Liverpool-1973",6,1973,1973-11-03,1.88095238095238
196,15,27,"Liverpool-1973",6,1973,1973-11-10,1.88095238095238
203,16,30,"Liverpool-1973",4,1973,1973-11-17,1.88095238095238
210,17,31,"Liverpool-1973",5,1973,1973-11-24,1.88095238095238
217,18,34,"Liverpool-1973",2,1973,1973-12-01,1.88095238095238
224,19,37,"Liverpool-1973",2,1973,1973-12-08,1.88095238095238
231,20,38,"Liverpool-1973",2,1973,1973-12-15,1.88095238095238
238,21,41,"Liverpool-1973",2,1973,1973-12-22,1.88095238095238
242,22,41,"Liverpool-1973",2,1973,1973-12-26,1.88095238095238
245,23,44,"Liverpool-1973",2,1973,1973-12-29,1.88095238095238
248,24,45,"Liverpool-1973",2,1973,1974-01-01,1.88095238095238
259,25,48,"Liverpool-1973",2,1973,1974-01-12,1.88095238095238
266,26,49,"Liverpool-1973",2,1973,1974-01-19,1.88095238095238
280,27,52,"Liverpool-1973",2,1973,1974-02-02,1.88095238095238
283,28,55,"Liverpool-1973",2,1973,1974-02-05,1.88095238095238
301,29,56,"Liverpool-1973",2,1973,1974-02-23,1.88095238095238
304,30,59,"Liverpool-1973",2,1973,1974-02-26,1.88095238095238
308,31,62,"Liverpool-1973",2,1973,1974-03-02,1.88095238095238
322,32,65,"Liverpool-1973",2,1973,1974-03-16,1.88095238095238
329,33,68,"Liverpool-1973",2,1973,1974-03-23,1.88095238095238
343,34,71,"Liverpool-1973",2,1973,1974-04-06,1.88095238095238
345,35,71,"Liverpool-1973",2,1973,1974-04-08,1.88095238095238
349,36,72,"Liverpool-1973",2,1973,1974-04-12,1.88095238095238
350,37,73,"Liverpool-1973",2,1973,1974-04-13,1.88095238095238
353,38,76,"Liverpool-1973",2,1973,1974-04-16,1.88095238095238
357,39,77,"Liverpool-1973",2,1973,1974-04-20,1.88095238095238
361,40,77,"Liverpool-1973",2,1973,1974-04-24,1.88095238095238
364,41,78,"Liverpool-1973",2,1973,1974-04-27,1.88095238095238
375,42,79,"Liverpool-1973",2,1973,1974-05-08,1.88095238095238
0,0,0,"Liverpool-1976",1,1975,1976-05-04,1.9047619047619
109,1,3,"Liverpool-1976",5,1976,1976-08-21,1.9047619047619
113,2,6,"Liverpool-1976",1,1976,1976-08-25,1.9047619047619
116,3,6,"Liverpool-1976",8,1976,1976-08-28,1.9047619047619
123,4,9,"Liverpool-1976",3,1976,1976-09-04,1.9047619047619
130,5,12,"Liverpool-1976",1,1976,1976-09-11,1.9047619047619
137,6,15,"Liverpool-1976",1,1976,1976-09-18,1.9047619047619
144,7,15,"Liverpool-1976",1,1976,1976-09-25,1.9047619047619
151,8,16,"Liverpool-1976",2,1976,1976-10-02,1.9047619047619
165,9,19,"Liverpool-1976",1,1976,1976-10-16,1.9047619047619
172,10,20,"Liverpool-1976",3,1976,1976-10-23,1.9047619047619
176,11,23,"Liverpool-1976",1,1976,1976-10-27,1.9047619047619
179,12,26,"Liverpool-1976",1,1976,1976-10-30,1.9047619047619
186,13,29,"Liverpool-1976",1,1976,1976-11-06,1.9047619047619
189,14,32,"Liverpool-1976",1,1976,1976-11-09,1.9047619047619
200,15,33,"Liverpool-1976",1,1976,1976-11-20,1.9047619047619
207,16,36,"Liverpool-1976",1,1976,1976-11-27,1.9047619047619
214,17,36,"Liverpool-1976",1,1976,1976-12-04,1.9047619047619
221,18,39,"Liverpool-1976",1,1976,1976-12-11,1.9047619047619
225,19,39,"Liverpool-1976",1,1976,1976-12-15,1.9047619047619
228,20,39,"Liverpool-1976",2,1976,1976-12-18,1.9047619047619
237,21,42,"Liverpool-1976",1,1976,1976-12-27,1.9047619047619
239,22,43,"Liverpool-1976",1,1976,1976-12-29,1.9047619047619
242,23,46,"Liverpool-1976",1,1976,1977-01-01,1.9047619047619
256,24,47,"Liverpool-1976",1,1976,1977-01-15,1.9047619047619
263,25,47,"Liverpool-1976",1,1976,1977-01-22,1.9047619047619
277,26,50,"Liverpool-1976",1,1976,1977-02-05,1.9047619047619
288,27,51,"Liverpool-1976",2,1976,1977-02-16,1.9047619047619
291,28,54,"Liverpool-1976",1,1976,1977-02-19,1.9047619047619
305,29,57,"Liverpool-1976",1,1976,1977-03-05,1.9047619047619
309,30,57,"Liverpool-1976",1,1976,1977-03-09,1.9047619047619
312,31,60,"Liverpool-1976",1,1976,1977-03-12,1.9047619047619
322,32,61,"Liverpool-1976",2,1976,1977-03-22,1.9047619047619
333,33,64,"Liverpool-1976",1,1976,1977-04-02,1.9047619047619
340,34,67,"Liverpool-1976",2,1976,1977-04-09,1.9047619047619
342,35,68,"Liverpool-1976",2,1976,1977-04-11,1.9047619047619
347,36,71,"Liverpool-1976",1,1976,1977-04-16,1.9047619047619
361,37,74,"Liverpool-1976",1,1976,1977-04-30,1.9047619047619
364,38,77,"Liverpool-1976",1,1976,1977-05-03,1.9047619047619
368,39,78,"Liverpool-1976",1,1976,1977-05-07,1.9047619047619
371,40,79,"Liverpool-1976",1,1976,1977-05-10,1.9047619047619
375,41,80,"Liverpool-1976",1,1976,1977-05-14,1.9047619047619
377,42,80,"Liverpool-1976",1,1976,1977-05-16,1.9047619047619
0,0,0,"Liverpool-1977",1,1976,1977-05-16,1.92857142857143
96,1,1,"Liverpool-1977",11,1977,1977-08-20,1.92857142857143
99,2,4,"Liverpool-1977",6,1977,1977-08-23,1.92857142857143
103,3,7,"Liverpool-1977",2,1977,1977-08-27,1.92857142857143
110,4,10,"Liverpool-1977",2,1977,1977-09-03,1.92857142857143
117,5,13,"Liverpool-1977",2,1977,1977-09-10,1.92857142857143
124,6,14,"Liverpool-1977",2,1977,1977-09-17,1.92857142857143
131,7,17,"Liverpool-1977",2,1977,1977-09-24,1.92857142857143
138,8,17,"Liverpool-1977",3,1977,1977-10-01,1.92857142857143
141,9,18,"Liverpool-1977",3,1977,1977-10-04,1.92857142857143
145,10,21,"Liverpool-1977",3,1977,1977-10-08,1.92857142857143
152,11,24,"Liverpool-1977",2,1977,1977-10-15,1.92857142857143
159,12,25,"Liverpool-1977",2,1977,1977-10-22,1.92857142857143
166,13,25,"Liverpool-1977",2,1977,1977-10-29,1.92857142857143
173,14,25,"Liverpool-1977",5,1977,1977-11-05,1.92857142857143
180,15,25,"Liverpool-1977",6,1977,1977-11-12,1.92857142857143
187,16,26,"Liverpool-1977",6,1977,1977-11-19,1.92857142857143
194,17,29,"Liverpool-1977",5,1977,1977-11-26,1.92857142857143
201,18,32,"Liverpool-1977",3,1977,1977-12-03,1.92857142857143
208,19,32,"Liverpool-1977",3,1977,1977-12-10,1.92857142857143
215,20,35,"Liverpool-1977",3,1977,1977-12-17,1.92857142857143
224,21,36,"Liverpool-1977",4,1977,1977-12-26,1.92857142857143
225,22,39,"Liverpool-1977",4,1977,1977-12-27,1.92857142857143
229,23,42,"Liverpool-1977",3,1977,1977-12-31,1.92857142857143
231,24,45,"Liverpool-1977",3,1977,1978-01-02,1.92857142857143
243,25,48,"Liverpool-1977",3,1977,1978-01-14,1.92857142857143
250,26,48,"Liverpool-1977",4,1977,1978-01-21,1.92857142857143
264,27,48,"Liverpool-1977",4,1977,1978-02-04,1.92857142857143
285,28,51,"Liverpool-1977",4,1977,1978-02-25,1.92857142857143
292,29,51,"Liverpool-1977",5,1977,1978-03-04,1.92857142857143
296,30,51,"Liverpool-1977",5,1977,1978-03-08,1.92857142857143
299,31,54,"Liverpool-1977",5,1977,1978-03-11,1.92857142857143
313,32,57,"Liverpool-1977",5,1977,1978-03-25,1.92857142857143
320,33,60,"Liverpool-1977",5,1977,1978-04-01,1.92857142857143
324,34,63,"Liverpool-1977",5,1977,1978-04-05,1.92857142857143
327,35,66,"Liverpool-1977",4,1977,1978-04-08,1.92857142857143
334,36,67,"Liverpool-1977",4,1977,1978-04-15,1.92857142857143
337,37,68,"Liverpool-1977",4,1977,1978-04-18,1.92857142857143
341,38,71,"Liverpool-1977",4,1977,1978-04-22,1.92857142857143
344,39,74,"Liverpool-1977",3,1977,1978-04-25,1.92857142857143
348,40,77,"Liverpool-1977",3,1977,1978-04-29,1.92857142857143
350,41,80,"Liverpool-1977",2,1977,1978-05-01,1.92857142857143
353,42,81,"Liverpool-1977",2,1977,1978-05-04,1.92857142857143
0,0,0,"Liverpool-1979",1,1978,1979-05-17,2.02380952380952
96,1,1,"Liverpool-1979",14,1979,1979-08-21,2.02380952380952
100,2,4,"Liverpool-1979",9,1979,1979-08-25,2.02380952380952
107,3,4,"Liverpool-1979",16,1979,1979-09-01,2.02380952380952
114,4,7,"Liverpool-1979",8,1979,1979-09-08,2.02380952380952
121,5,8,"Liverpool-1979",8,1979,1979-09-15,2.02380952380952
128,6,9,"Liverpool-1979",7,1979,1979-09-22,2.02380952380952
135,7,9,"Liverpool-1979",9,1979,1979-09-29,2.02380952380952
142,8,12,"Liverpool-1979",8,1979,1979-10-06,2.02380952380952
145,9,13,"Liverpool-1979",7,1979,1979-10-09,2.02380952380952
149,10,16,"Liverpool-1979",6,1979,1979-10-13,2.02380952380952
156,11,17,"Liverpool-1979",5,1979,1979-10-20,2.02380952380952
163,12,20,"Liverpool-1979",3,1979,1979-10-27,2.02380952380952
170,13,23,"Liverpool-1979",3,1979,1979-11-03,2.02380952380952
177,14,26,"Liverpool-1979",2,1979,1979-11-10,2.02380952380952
184,15,29,"Liverpool-1979",1,1979,1979-11-17,2.02380952380952
191,16,30,"Liverpool-1979",2,1979,1979-11-24,2.02380952380952
198,17,33,"Liverpool-1979",2,1979,1979-12-01,2.02380952380952
205,18,36,"Liverpool-1979",1,1979,1979-12-08,2.02380952380952
212,19,39,"Liverpool-1979",1,1979,1979-12-15,2.02380952380952
219,20,42,"Liverpool-1979",1,1979,1979-12-22,2.02380952380952
223,21,45,"Liverpool-1979",1,1979,1979-12-26,2.02380952380952
226,22,48,"Liverpool-1979",1,1979,1979-12-29,2.02380952380952
240,23,49,"Liverpool-1979",1,1979,1980-01-12,2.02380952380952
247,24,49,"Liverpool-1979",1,1979,1980-01-19,2.02380952380952
268,25,52,"Liverpool-1979",1,1979,1980-02-09,2.02380952380952
278,26,55,"Liverpool-1979",1,1979,1980-02-19,2.02380952380952
282,27,56,"Liverpool-1979",1,1979,1980-02-23,2.02380952380952
285,28,56,"Liverpool-1979",1,1979,1980-02-26,2.02380952380952
289,29,59,"Liverpool-1979",1,1979,1980-03-01,2.02380952380952
299,30,62,"Liverpool-1979",1,1979,1980-03-11,2.02380952380952
303,31,65,"Liverpool-1979",1,1979,1980-03-15,2.02380952380952
307,32,68,"Liverpool-1979",1,1979,1980-03-19,2.02380952380952
310,33,71,"Liverpool-1979",1,1979,1980-03-22,2.02380952380952
317,34,71,"Liverpool-1979",1,1979,1980-03-29,2.02380952380952
320,35,74,"Liverpool-1979",1,1979,1980-04-01,2.02380952380952
324,36,74,"Liverpool-1979",1,1979,1980-04-05,2.02380952380952
327,37,77,"Liverpool-1979",1,1979,1980-04-08,2.02380952380952
338,38,78,"Liverpool-1979",1,1979,1980-04-19,2.02380952380952
342,39,81,"Liverpool-1979",1,1979,1980-04-23,2.02380952380952
345,40,82,"Liverpool-1979",1,1979,1980-04-26,2.02380952380952
352,41,85,"Liverpool-1979",1,1979,1980-05-03,2.02380952380952
355,42,85,"Liverpool-1979",1,1979,1980-05-06,2.02380952380952
0,0,0,"Liverpool-1980",1,1979,1980-05-06,1.61904761904762
102,1,3,"Liverpool-1980",2,1980,1980-08-16,1.61904761904762
105,2,4,"Liverpool-1980",4,1980,1980-08-19,1.61904761904762
109,3,4,"Liverpool-1980",9,1980,1980-08-23,1.61904761904762
116,4,7,"Liverpool-1980",5,1980,1980-08-30,1.61904761904762
123,5,8,"Liverpool-1980",5,1980,1980-09-06,1.61904761904762
130,6,11,"Liverpool-1980",3,1980,1980-09-13,1.61904761904762
137,7,12,"Liverpool-1980",4,1980,1980-09-20,1.61904761904762
144,8,15,"Liverpool-1980",2,1980,1980-09-27,1.61904761904762
151,9,18,"Liverpool-1980",2,1980,1980-10-04,1.61904761904762
154,10,21,"Liverpool-1980",2,1980,1980-10-07,1.61904761904762
158,11,22,"Liverpool-1980",2,1980,1980-10-11,1.61904761904762
165,12,23,"Liverpool-1980",3,1980,1980-10-18,1.61904761904762
172,13,24,"Liverpool-1980",3,1980,1980-10-25,1.61904761904762
179,14,25,"Liverpool-1980",4,1980,1980-11-01,1.61904761904762
186,15,26,"Liverpool-1980",5,1980,1980-11-08,1.61904761904762
189,16,29,"Liverpool-1980",2,1980,1980-11-11,1.61904761904762
193,17,30,"Liverpool-1980",3,1980,1980-11-15,1.61904761904762
200,18,33,"Liverpool-1980",3,1980,1980-11-22,1.61904761904762
203,19,33,"Liverpool-1980",3,1980,1980-11-25,1.61904761904762
207,20,36,"Liverpool-1980",2,1980,1980-11-29,1.61904761904762
214,21,39,"Liverpool-1980",1,1980,1980-12-06,1.61904761904762
221,22,40,"Liverpool-1980",2,1980,1980-12-13,1.61904761904762
228,23,43,"Liverpool-1980",1,1980,1980-12-20,1.61904761904762
234,24,44,"Liverpool-1980",2,1980,1980-12-26,1.61904761904762
235,25,45,"Liverpool-1980",2,1980,1980-12-27,1.61904761904762
249,26,45,"Liverpool-1980",3,1980,1981-01-10,1.61904761904762
256,27,48,"Liverpool-1980",3,1980,1981-01-17,1.61904761904762
270,28,48,"Liverpool-1980",3,1980,1981-01-31,1.61904761904762
277,29,48,"Liverpool-1980",3,1980,1981-02-07,1.61904761904762
284,30,49,"Liverpool-1980",3,1980,1981-02-14,1.61904761904762
291,31,50,"Liverpool-1980",3,1980,1981-02-21,1.61904761904762
298,32,53,"Liverpool-1980",3,1980,1981-02-28,1.61904761904762
319,33,56,"Liverpool-1980",5,1980,1981-03-21,1.61904761904762
326,34,56,"Liverpool-1980",6,1980,1981-03-28,1.61904761904762
332,35,59,"Liverpool-1980",4,1980,1981-04-03,1.61904761904762
340,36,60,"Liverpool-1980",5,1980,1981-04-11,1.61904761904762
343,37,60,"Liverpool-1980",5,1980,1981-04-14,1.61904761904762
347,38,61,"Liverpool-1980",6,1980,1981-04-18,1.61904761904762
354,39,62,"Liverpool-1980",8,1980,1981-04-25,1.61904761904762
361,40,62,"Liverpool-1980",8,1980,1981-05-02,1.61904761904762
364,41,65,"Liverpool-1980",6,1980,1981-05-05,1.61904761904762
378,42,68,"Liverpool-1980",5,1980,1981-05-19,1.61904761904762
0,0,0,"Liverpool-1982",1,1981,1982-05-18,1.95238095238095
102,1,3,"Liverpool-1982",2,1982,1982-08-28,1.95238095238095
105,2,4,"Liverpool-1982",2,1982,1982-08-31,1.95238095238095
109,3,7,"Liverpool-1982",3,1982,1982-09-04,1.95238095238095
112,4,10,"Liverpool-1982",1,1982,1982-09-07,1.95238095238095
116,5,11,"Liverpool-1982",4,1982,1982-09-11,1.95238095238095
123,6,14,"Liverpool-1982",2,1982,1982-09-18,1.95238095238095
130,7,17,"Liverpool-1982",1,1982,1982-09-25,1.95238095238095
137,8,17,"Liverpool-1982",1,1982,1982-10-02,1.95238095238095
144,9,17,"Liverpool-1982",5,1982,1982-10-09,1.95238095238095
151,10,18,"Liverpool-1982",3,1982,1982-10-16,1.95238095238095
158,11,19,"Liverpool-1982",4,1982,1982-10-23,1.95238095238095
165,12,22,"Liverpool-1982",1,1982,1982-10-30,1.95238095238095
172,13,25,"Liverpool-1982",1,1982,1982-11-06,1.95238095238095
179,14,28,"Liverpool-1982",1,1982,1982-11-13,1.95238095238095
186,15,31,"Liverpool-1982",1,1982,1982-11-20,1.95238095238095
193,16,34,"Liverpool-1982",1,1982,1982-11-27,1.95238095238095
200,17,34,"Liverpool-1982",1,1982,1982-12-04,1.95238095238095
207,18,37,"Liverpool-1982",1,1982,1982-12-11,1.95238095238095
214,19,40,"Liverpool-1982",1,1982,1982-12-18,1.95238095238095
223,20,43,"Liverpool-1982",1,1982,1982-12-27,1.95238095238095
224,21,44,"Liverpool-1982",1,1982,1982-12-28,1.95238095238095
228,22,47,"Liverpool-1982",1,1982,1983-01-01,1.95238095238095
230,23,50,"Liverpool-1982",1,1982,1983-01-03,1.95238095238095
242,24,53,"Liverpool-1982",1,1982,1983-01-15,1.95238095238095
249,25,56,"Liverpool-1982",1,1982,1983-01-22,1.95238095238095
263,26,59,"Liverpool-1982",1,1982,1983-02-05,1.95238095238095
270,27,62,"Liverpool-1982",1,1982,1983-02-12,1.95238095238095
284,28,63,"Liverpool-1982",1,1982,1983-02-26,1.95238095238095
291,29,66,"Liverpool-1982",1,1982,1983-03-05,1.95238095238095
298,30,69,"Liverpool-1982",1,1982,1983-03-12,1.95238095238095
305,31,70,"Liverpool-1982",1,1982,1983-03-19,1.95238095238095
308,32,71,"Liverpool-1982",1,1982,1983-03-22,1.95238095238095
319,33,74,"Liverpool-1982",1,1982,1983-04-02,1.95238095238095
321,34,77,"Liverpool-1982",1,1982,1983-04-04,1.95238095238095
326,35,80,"Liverpool-1982",1,1982,1983-04-09,1.95238095238095
329,36,81,"Liverpool-1982",1,1982,1983-04-12,1.95238095238095
333,37,81,"Liverpool-1982",1,1982,1983-04-16,1.95238095238095
340,38,81,"Liverpool-1982",1,1982,1983-04-23,1.95238095238095
347,39,81,"Liverpool-1982",1,1982,1983-04-30,1.95238095238095
349,40,81,"Liverpool-1982",1,1982,1983-05-02,1.95238095238095
354,41,82,"Liverpool-1982",1,1982,1983-05-07,1.95238095238095
361,42,82,"Liverpool-1982",1,1982,1983-05-14,1.95238095238095
0,0,0,"Liverpool-1983",1,1982,1983-05-14,1.9047619047619
105,1,1,"Liverpool-1983",10,1983,1983-08-27,1.9047619047619
109,2,4,"Liverpool-1983",7,1983,1983-08-31,1.9047619047619
112,3,7,"Liverpool-1983",3,1983,1983-09-03,1.9047619047619
115,4,8,"Liverpool-1983",5,1983,1983-09-06,1.9047619047619
119,5,11,"Liverpool-1983",4,1983,1983-09-10,1.9047619047619
126,6,14,"Liverpool-1983",3,1983,1983-09-17,1.9047619047619
133,7,14,"Liverpool-1983",4,1983,1983-09-24,1.9047619047619
140,8,14,"Liverpool-1983",6,1983,1983-10-01,1.9047619047619
154,9,17,"Liverpool-1983",5,1983,1983-10-15,1.9047619047619
161,10,20,"Liverpool-1983",2,1983,1983-10-22,1.9047619047619
168,11,23,"Liverpool-1983",2,1983,1983-10-29,1.9047619047619
176,12,26,"Liverpool-1983",1,1983,1983-11-06,1.9047619047619
182,13,27,"Liverpool-1983",1,1983,1983-11-12,1.9047619047619
189,14,30,"Liverpool-1983",1,1983,1983-11-19,1.9047619047619
196,15,31,"Liverpool-1983",1,1983,1983-11-26,1.9047619047619
203,16,34,"Liverpool-1983",1,1983,1983-12-03,1.9047619047619
210,17,34,"Liverpool-1983",1,1983,1983-12-10,1.9047619047619
217,18,37,"Liverpool-1983",1,1983,1983-12-17,1.9047619047619
226,19,40,"Liverpool-1983",1,1983,1983-12-26,1.9047619047619
227,20,41,"Liverpool-1983",1,1983,1983-12-27,1.9047619047619
231,21,44,"Liverpool-1983",1,1983,1983-12-31,1.9047619047619
233,22,45,"Liverpool-1983",1,1983,1984-01-02,1.9047619047619
245,23,45,"Liverpool-1983",1,1983,1984-01-14,1.9047619047619
251,24,48,"Liverpool-1983",1,1983,1984-01-20,1.9047619047619
263,25,51,"Liverpool-1983",1,1983,1984-02-01,1.9047619047619
266,26,52,"Liverpool-1983",1,1983,1984-02-04,1.9047619047619
273,27,55,"Liverpool-1983",1,1983,1984-02-11,1.9047619047619
280,28,56,"Liverpool-1983",1,1983,1984-02-18,1.9047619047619
287,29,59,"Liverpool-1983",1,1983,1984-02-25,1.9047619047619
294,30,60,"Liverpool-1983",1,1983,1984-03-03,1.9047619047619
301,31,63,"Liverpool-1983",1,1983,1984-03-10,1.9047619047619
307,32,63,"Liverpool-1983",1,1983,1984-03-16,1.9047619047619
322,33,66,"Liverpool-1983",1,1983,1984-03-31,1.9047619047619
329,34,69,"Liverpool-1983",1,1983,1984-04-07,1.9047619047619
336,35,69,"Liverpool-1983",1,1983,1984-04-14,1.9047619047619
340,36,70,"Liverpool-1983",1,1983,1984-04-18,1.9047619047619
343,37,73,"Liverpool-1983",1,1983,1984-04-21,1.9047619047619
350,38,74,"Liverpool-1983",1,1983,1984-04-28,1.9047619047619
357,39,75,"Liverpool-1983",1,1983,1984-05-05,1.9047619047619
359,40,78,"Liverpool-1983",1,1983,1984-05-07,1.9047619047619
364,41,79,"Liverpool-1983",1,1983,1984-05-12,1.9047619047619
367,42,80,"Liverpool-1983",1,1983,1984-05-15,1.9047619047619
0,0,0,"Liverpool-1984",1,1983,1984-05-15,1.83333333333333
102,1,1,"Liverpool-1984",11,1984,1984-08-25,1.83333333333333
104,2,4,"Liverpool-1984",3,1984,1984-08-27,1.83333333333333
109,3,5,"Liverpool-1984",6,1984,1984-09-01,1.83333333333333
112,4,8,"Liverpool-1984",2,1984,1984-09-04,1.83333333333333
116,5,8,"Liverpool-1984",8,1984,1984-09-08,1.83333333333333
123,6,9,"Liverpool-1984",9,1984,1984-09-15,1.83333333333333
130,7,10,"Liverpool-1984",8,1984,1984-09-22,1.83333333333333
137,8,10,"Liverpool-1984",11,1984,1984-09-29,1.83333333333333
144,9,11,"Liverpool-1984",12,1984,1984-10-06,1.83333333333333
150,10,11,"Liverpool-1984",13,1984,1984-10-12,1.83333333333333
158,11,11,"Liverpool-1984",17,1984,1984-10-20,1.83333333333333
166,12,14,"Liverpool-1984",13,1984,1984-10-28,1.83333333333333
172,13,17,"Liverpool-1984",12,1984,1984-11-03,1.83333333333333
179,14,18,"Liverpool-1984",13,1984,1984-11-10,1.83333333333333
187,15,21,"Liverpool-1984",9,1984,1984-11-18,1.83333333333333
193,16,24,"Liverpool-1984",7,1984,1984-11-24,1.83333333333333
200,17,24,"Liverpool-1984",10,1984,1984-12-01,1.83333333333333
203,18,27,"Liverpool-1984",6,1984,1984-12-04,1.83333333333333
214,19,28,"Liverpool-1984",8,1984,1984-12-15,1.83333333333333
220,20,31,"Liverpool-1984",5,1984,1984-12-21,1.83333333333333
225,21,31,"Liverpool-1984",10,1984,1984-12-26,1.83333333333333
228,22,34,"Liverpool-1984",7,1984,1984-12-29,1.83333333333333
231,23,35,"Liverpool-1984",9,1984,1985-01-01,1.83333333333333
249,24,38,"Liverpool-1984",6,1984,1985-01-19,1.83333333333333
263,25,39,"Liverpool-1984",7,1984,1985-02-02,1.83333333333333
273,26,42,"Liverpool-1984",7,1984,1985-02-12,1.83333333333333
284,27,45,"Liverpool-1984",4,1984,1985-02-23,1.83333333333333
291,28,48,"Liverpool-1984",4,1984,1985-03-02,1.83333333333333
305,29,48,"Liverpool-1984",6,1984,1985-03-16,1.83333333333333
312,30,51,"Liverpool-1984",5,1984,1985-03-23,1.83333333333333
320,31,51,"Liverpool-1984",5,1984,1985-03-31,1.83333333333333
323,32,54,"Liverpool-1984",4,1984,1985-04-03,1.83333333333333
326,33,57,"Liverpool-1984",4,1984,1985-04-06,1.83333333333333
340,34,60,"Liverpool-1984",4,1984,1985-04-20,1.83333333333333
347,35,61,"Liverpool-1984",6,1984,1985-04-27,1.83333333333333
354,36,64,"Liverpool-1984",4,1984,1985-05-04,1.83333333333333
356,37,67,"Liverpool-1984",4,1984,1985-05-06,1.83333333333333
361,38,70,"Liverpool-1984",4,1984,1985-05-11,1.83333333333333
364,39,71,"Liverpool-1984",4,1984,1985-05-14,1.83333333333333
367,40,74,"Liverpool-1984",4,1984,1985-05-17,1.83333333333333
370,41,77,"Liverpool-1984",2,1984,1985-05-20,1.83333333333333
373,42,77,"Liverpool-1984",2,1984,1985-05-23,1.83333333333333
0,0,0,"Liverpool-1986",1,1985,1986-05-03,1.83333333333333
112,1,3,"Liverpool-1986",5,1986,1986-08-23,1.83333333333333
114,2,4,"Liverpool-1986",4,1986,1986-08-25,1.83333333333333
119,3,7,"Liverpool-1986",2,1986,1986-08-30,1.83333333333333
123,4,7,"Liverpool-1986",5,1986,1986-09-03,1.83333333333333
